id,label,asin,title,average_rating,rating_number,price,color,dimensions,weight,model_number,date_first_available,screen_size,display_resolution,form_factor,operating_system,display_technology,model_name,ram_gb,storage_gb
product_B0BBRBXPGC,"ulefone armor 15 unlocked rugged phone, built-in earbuds, android 12, 6600mah battery, 8-core processor 6gb+128gb, 12mp+13mp dual main camera, dual sim, 3-card slot t-mobile rugged smartphone (blue)",B0BBRBXPGC,"ulefone armor 15 unlocked rugged phone, built-in earbuds, android 12, 6600mah battery, 8-core processor 6gb+128gb, 12mp+13mp dual main camera, dual sim, 3-card slot t-mobile rugged smartphone (blue)",5.0,3,,blue,6.7 x 3.12 x 0.72 inches,1.21 pounds,ulefone armor 15,"august 24, 2022",5.45 inches,,touch screen,android 12.0,,ulefone armor 15 phone (blue),11.0,6.0
product_B0BMPNZQMG,nuu b20 5g | unlocked android smartphone | 6.5” fhd+ display | 90hz refresh rate | 48mp triple camera | 128gb + 8gb ram | 5000mah battery | 18w fast charge | android 12 | stardust blue…,B0BMPNZQMG,nuu b20 5g | unlocked android smartphone | 6.5” fhd+ display | 90hz refresh rate | 48mp triple camera | 128gb + 8gb ram | 5000mah battery | 18w fast charge | android 12 | stardust blue…,3.8,97,169.9,1. stardust blue,,14.7 ounces,,"september 28, 2022",6.5 inches,,bar,android 12.0,,b20-blue,,128.0
product_B09LBQCSMY,"samsung galaxy s10e t-mobile android smartphone (256 gb, prism black)",B09LBQCSMY,"samsung galaxy s10e t-mobile android smartphone (256 gb, prism black)",3.6,3,,prism black,,13.7 ounces,,"november 8, 2021",5.8 inches,1080 x 2280,slate,,"led, amoled",samsung galaxy s10e,,256.0
product_B00YVOZ60A,"nuu mobile nu2s 4.5"" qhd android lollipop 4g smartphone (black)",B00YVOZ60A,"nuu mobile nu2s 4.5"" qhd android lollipop 4g smartphone (black)",3.4,22,,black,5.7 x 3.1 x 1.8 inches,0.48 ounces,080-02-1189,"june 4, 2015",4.5 inches,960 x 540,smartphone,android,,nu2s,,16.0
product_B0753NWC2S,simple mobile zte zfive2 4g lte prepaid smartphone,B0753NWC2S,simple mobile zte zfive2 4g lte prepaid smartphone,2.7,21,34.95,black,6.75 x 10.38 x 2.5 inches,12.8 ounces,smzez836bgp5,"may 5, 2016",5 inches,480 x 854 pixels,touchscreen,android 6.0,,zfive 2,,1.0
product_B01B8MB818,"lg tribute 2, 8 gb (virgin mobile)",B01B8MB818,"lg tribute 2, 8 gb (virgin mobile)",3.8,178,,blue,0.43 x 2.56 x 5.11 inches,4.9 ounces,tribute 2,"november 1, 2015",4.5 inches,,smartphone,android 5.1,,tribute 2,,8.0
product_B09JP63M97,"vbestlife portable mini 2g flip phone, 2.4in screen unlocked ultra thin flip phone pocketsize flip phone support dual card dual standby hd camera replaceable battery(big red)",B09JP63M97,"vbestlife portable mini 2g flip phone, 2.4in screen unlocked ultra thin flip phone pocketsize flip phone support dual card dual standby hd camera replaceable battery(big red)",3.5,16,58.81,big red,,5.9 ounces,,"october 18, 2021",,,flip,,,,,
product_B00II433EU,blu hero jr s250 unlocked gsm dual-sim touchscreen cell phone - blue,B00II433EU,blu hero jr s250 unlocked gsm dual-sim touchscreen cell phone - blue,3.7,32,,blue,4.62 x 0.37 x 2.63 inches,3.52 ounces,s250,"february 17, 2014",3.5 inches,,smartphone,,,,,2.0
product_B001BKK4EU,"sony ericsson w760i unlocked cell phone with 3.2 mp camera, mp3/video player, m2 memory slot-u.s. version with no warranty (rocky silver)",B001BKK4EU,"sony ericsson w760i unlocked cell phone with 3.2 mp camera, mp3/video player, m2 memory slot-u.s. version with no warranty (rocky silver)",3.0,3,,silver,4 x 1 x 2 inches,1 pounds,w760,"july 8, 2008",2.2 inches,,slider,,,,,
product_B014EDHM2W,"kidsconnect gps tracker cell phone wearable for kids & children ""all in one security solution"", black",B014EDHM2W,"kidsconnect gps tracker cell phone wearable for kids & children ""all in one security solution"", black",3.5,57,,white,3.5 x 2 x 0.75 inches,6.4 ounces,kc-1,"august 24, 2015",,,all in one,,,,,
product_B07LDT17C9,"google pixel 2 gsm/cdma - us warranty - direct from google (white, 128gb) (renewed)",B07LDT17C9,"google pixel 2 gsm/cdma - us warranty - direct from google (white, 128gb) (renewed)",1.0,1,,white,3.86 x 3.86 x 1.65 inches,6.1 ounces,,"december 16, 2018",5 inches,,bar,android 8.0,,pixel 2,,128.0
product_B000QTWT7W,t-mobile wing phone (t-mobile),B000QTWT7W,t-mobile wing phone (t-mobile),3.6,50,,blue,4.3 x 2.3 x 0.7 inches,6 ounces,wing,"april 27, 2007",,,"slider, smartphone",windows 6,,,,
product_B078142S7R,"lg g6 h870ds 32gb (factory unlocked) 5.7"" qhd (white) (renewed)",B078142S7R,"lg g6 h870ds 32gb (factory unlocked) 5.7"" qhd (white) (renewed)",3.8,197,,white,5.86 x 2.83 x 0.31 inches,5.7 ounces,,"june 12, 2019",5.7 inches,2560 x 1440,slate,,,,4.0,32.0
product_B08NFBC5NN,"samsung galaxy a11 sm-a115a 32gb single-sim android smartphone - black (renewed) (black, at&t)",B08NFBC5NN,"samsung galaxy a11 sm-a115a 32gb single-sim android smartphone - black (renewed) (black, at&t)",4.0,676,80.0,black,3 x 6.35 x 0.31 inches,9.9 ounces,samsung - galaxy a11 32gb,"november 12, 2020",6.4 inches,,smartphone,,,samsung galaxy a11,,32.0
product_B00VSCLIAK,star 4.5 global gsm(pink),B00VSCLIAK,star 4.5 global gsm(pink),3.3,31,63.69,pink,5.1 x 2.5 x 0.4 inches,8.8 ounces,s450l pink,"february 13, 2015",4.5 inches,,smartphone,android 4.4,"lcd, led",star 4 5,512.0,4.0
product_B06WVMHZFJ,tracfone lg stylo 2 android gsm 4g lte smartphone,B06WVMHZFJ,tracfone lg stylo 2 android gsm 4g lte smartphone,4.2,16,,black,0.29 x 3.13 x 6.1 inches,5.1 ounces,tflgl81agp4,"may 5, 2017",5.7 inches,720 x 1280 pixels,smartphone,,,stylo 2,,
product_B000SZRRXK,"palm treo 680 unlocked cell phone with mp3/video player, sd/mmc-international version with warranty (silver)",B000SZRRXK,"palm treo 680 unlocked cell phone with mp3/video player, sd/mmc-international version with warranty (silver)",3.7,11,,silver,2.3 x 0.8 x 4.4 inches,1.05 pounds,tr680,"august 10, 2007",,,smartphone,palm_web_os,,,,
product_B09JFSMFB5,"apple iphone 12 pro max, 128gb, graphite - unlocked (renewed premium)",B09JFSMFB5,"apple iphone 12 pro max, 128gb, graphite - unlocked (renewed premium)",4.6,255,710.0,graphite,0.28 x 3.07 x 6.3 inches,1.06 pounds,mgcf3ll/a,"october 14, 2021",7 inches,,smartphone,ios 12,,iphone 12 pro max,,128.0
product_B09KCNCTYJ,"xiaomi mi 11 lite ne 5g + 4g lte volte global unlocked gsm 64mp triple camera worldwide gsm w/fast car charger (peach pink, 128gb+6gb)",B09KCNCTYJ,"xiaomi mi 11 lite ne 5g + 4g lte volte global unlocked gsm 64mp triple camera worldwide gsm w/fast car charger (peach pink, 128gb+6gb)",4.2,2188,299.99,peach pink,6.32 x 2.93 x 0.33 inches,1.1 pounds,2109119dg,"july 5, 2021",6.55 inches,,smartphone,,amoled,mi 11 lite ne 5g,6.0,128.0
product_B08LNQ1W63,oneplus 8t 5g 128gb 8gb ram international version - aquamarine green,B08LNQ1W63,oneplus 8t 5g 128gb 8gb ram international version - aquamarine green,4.3,47,,green,0.33 x 6.33 x 2.92 inches,6.6 ounces,,"october 22, 2020",6.55 inches,,,,"led, amoled",8t,8.0,128.0
product_B07WRDZXW8,google - pixel 3 with 64gb memory cell phone (unlocked) - clearly white (renewed),B07WRDZXW8,google - pixel 3 with 64gb memory cell phone (unlocked) - clearly white (renewed),4.0,77,109.99,white,5.73 x 2.69 x 0.31 inches,5.2 ounces,g013a,"august 19, 2019",5.5 inches,,smartphone,,,pixel 3,64.0,4.0
product_B09FVJKCPD,"alcatel 1 (2021) 4g lte unlocked 5 inch 5mp flash 5033e quad core factory unlocked worldwide (not verizon boost cricket) desbloqueado android 11 (16gb, volcano black)",B09FVJKCPD,"alcatel 1 (2021) 4g lte unlocked 5 inch 5mp flash 5033e quad core factory unlocked worldwide (not verizon boost cricket) desbloqueado android 11 (16gb, volcano black)",4.0,79,57.46,volcano black,4.8 x 0.38 x 2.5 inches,3.8 ounces,5033d,"april 5, 2017",5 inches,,,,"lcd, led",5033e,1.0,16.0
product_B09BNKGWD5,sony xperia 1 iii xq-bc72 5g dual 512gb 12gb ram factory unlocked (gsm only | no cdma - not compatible with verizon/sprint) international version – frosted black,B09BNKGWD5,sony xperia 1 iii xq-bc72 5g dual 512gb 12gb ram factory unlocked (gsm only | no cdma - not compatible with verizon/sprint) international version – frosted black,4.1,33,819.99,black,6.4 x 3 x 0.4 inches,6.4 ounces,,"august 6, 2021",6.5 inches,,smartphone,android 11.0,oled,xperia 1 iii,12.0,512.0
product_B003D3NDFA,"lg gd580 lollipop unlocked gsm tri-band cell phone with 3.15 mp camera, bluetooth, fm radio, and mp3 player-international version with no warranty (pink)",B003D3NDFA,"lg gd580 lollipop unlocked gsm tri-band cell phone with 3.15 mp camera, bluetooth, fm radio, and mp3 player-international version with no warranty (pink)",2.5,2,,pinl,,5.6 ounces,gd580eupink,"march 18, 2010",2.8 inches,,,,led,,,8.0
product_B0946KQQLV,"aderroo smartphone, n25，unlocked cell phone，dual sim card，5.72-inch screen，1gb ram， 8gb rom，front and rear cameras，supports the sim card frequency band of 3gwcdma：850/2100mhz(black)",B0946KQQLV,"aderroo smartphone, n25，unlocked cell phone，dual sim card，5.72-inch screen，1gb ram， 8gb rom，front and rear cameras，supports the sim card frequency band of 3gwcdma：850/2100mhz(black)",2.7,22,48.88,black,5.91 x 2.76 x 3.54 inches,13.1 ounces,n25,"may 26, 2021",5.7 inches,1280 x 720,smartphone,,lcd,,1.0,8.0
product_B0BDGJ747K,"dilwe 2.8 inch senior flip phone, gsm mobile flip phone unlocked with sos big button lcd and prominent buttons cell phone clear sound quality for seniors kids, 5900mah lithium battery",B0BDGJ747K,"dilwe 2.8 inch senior flip phone, gsm mobile flip phone unlocked with sos big button lcd and prominent buttons cell phone clear sound quality for seniors kids, 5900mah lithium battery",2.8,14,43.56,default,,10.6 ounces,,"september 7, 2022",2.8 inches,,flip,,,,,128.0
product_B09LDCKXYK,"xiaomi redmi note 10 pro (128gb, 6gb) 6.67in, snapdragon 732g, 5020mah battery, dual sim gsm unlocked global 4g lte (t-mobile, metro) international model (fast car charger bundle, onyx gray)",B09LDCKXYK,"xiaomi redmi note 10 pro (128gb, 6gb) 6.67in, snapdragon 732g, 5020mah battery, dual sim gsm unlocked global 4g lte (t-mobile, metro) international model (fast car charger bundle, onyx gray)",4.4,270,217.99,"(fast car charger bundle, onyx gray)",6 x 4 x 4 inches,1.2 pounds,,"january 1, 2021",6.67 inches,,smartphone,android,amoled,redmi note 10 pro,6.0,128.0
product_B086W5NLKP,"ulefone armor x7 (2021) rugged phones unlocked, android 10 quad-core 16gb rom expansion supported 128gb, 13mp+5mp dual camera 5.0 inch screen 4000mah battery dual sim 4g smartphones for at&t, t-mobile",B086W5NLKP,"ulefone armor x7 (2021) rugged phones unlocked, android 10 quad-core 16gb rom expansion supported 128gb, 13mp+5mp dual camera 5.0 inch screen 4000mah battery dual sim 4g smartphones for at&t, t-mobile",3.7,273,,armor x7 black,5.91 x 3.11 x 0.57 inches,8.3 ounces,ulefone armor x7,"april 7, 2020",5 inches,1280 x 720,smartphone,,,ulefone armor x7,,16.0
product_B07C62H2CQ,htc 10 32gb silver verizon wireless (renewed),B07C62H2CQ,htc 10 32gb silver verizon wireless (renewed),3.4,20,,silver,,5.7 ounces,,"april 13, 2018",5.2 inches,,smartphone,android 6.0,led,htc 10,,32.0
product_B06ZZ4LKST,"slide dual sim 4.5"" android 5.1 unlocked smartphone, quad core 1.3ghz processor, 8gb storage, 3g gsm coverage - black (sp4523)",B06ZZ4LKST,"slide dual sim 4.5"" android 5.1 unlocked smartphone, quad core 1.3ghz processor, 8gb storage, 3g gsm coverage - black (sp4523)",3.2,50,,,6.7 x 3.9 x 2.1 inches,12 ounces,sp4523bk,"april 20, 2017",,,smartphone,,"lcd, led",,,
product_B0B1P1BGQ2,samsung galaxy a51 verizon + gsm unlocked 128gb black (renewed),B0B1P1BGQ2,samsung galaxy a51 verizon + gsm unlocked 128gb black (renewed),3.3,5,135.0,black,,11.3 ounces,sm-a515u,"may 18, 2022",6.5 inches,,bar,,amoled,samsung galaxy a51,,128.0
product_B019HCCEMS,"blu life xl 4g 5.5"" 8gb 13mp dual sim unlocked android smartphone - dark blue",B019HCCEMS,"blu life xl 4g 5.5"" 8gb 13mp dual sim unlocked android smartphone - dark blue",4.1,80,,dark blue,6.09 x 3.12 x 0.35 inches,5.6 ounces,l050u,"february 19, 2016",5.5 inches,1280 x 720,smartphone,,lcd,blu life xl,,8.0
product_B07KB3X33X,nuu mobile g3 unlocked smartphone 64gb + 4gb ram (rear & front camera) hd+ display android 8 cell phone sapphire blue,B07KB3X33X,nuu mobile g3 unlocked smartphone 64gb + 4gb ram (rear & front camera) hd+ display android 8 cell phone sapphire blue,3.6,293,,sapphire,6 x 2.85 x 0.25 inches,6.5 ounces,g3 us oblu,"november 6, 2018",5.7 inches,1280 x 720,smartphone,,,g3,,64.0
product_B09FQ5B9K1,"samsung galaxy z fold 2 5g | factory unlocked android cell phone | 256gb storage | us version smartphone tablet | 2-in-1 refined design, flex mode | mystic bronze",B09FQ5B9K1,"samsung galaxy z fold 2 5g | factory unlocked android cell phone | 256gb storage | us version smartphone tablet | 2-in-1 refined design, flex mode | mystic bronze",4.3,85,1999.99,mystic bronze,,9.9 ounces,sm-f916uznaxaa,"september 2, 2020",7.6 inches,,,android,,galaxy fold2,,256.0
product_B08WCQ8J79,samsung galaxy s21 5g g9910 128gb 8gb ram international version - phantom gray,B08WCQ8J79,samsung galaxy s21 5g g9910 128gb 8gb ram international version - phantom gray,3.7,13,399.99,gray,5.91 x 3.94 x 0.79 inches,10.2 ounces,galaxy s21 (5g),"february 10, 2021",6.2 inches,,slate,android 11.0,amoled,s21,8.0,128.0
product_B00L4171AG,"huawei honor 3c 8gb, 5.0 inch 3g android 4.2 ogs capacitive screen phablet, mtk6582 quad core 1.3ghz, ram: 2gb, wcdma & gsm, white with golden case",B00L4171AG,"huawei honor 3c 8gb, 5.0 inch 3g android 4.2 ogs capacitive screen phablet, mtk6582 quad core 1.3ghz, ram: 2gb, wcdma & gsm, white with golden case",3.7,6,,gold,5.49 x 0.36 x 2.81 inches,6.1 ounces,honor 3c,"june 19, 2014",5 inches,1280 x 720 pixels,smartphone,android 4.2,,honor 3c,2.0,8.0
product_B0B56PFWLM,easyfone t100 unlocked 4g big button senior cell phone | sim card included & flexible speedtalk mobile phone plan | sos button with gps | high volume & big font | big battery & big charging dock,B0B56PFWLM,easyfone t100 unlocked 4g big button senior cell phone | sim card included & flexible speedtalk mobile phone plan | sos button with gps | high volume & big font | big battery & big charging dock,2.8,10,,black,4.56 x 2.22 x 0.55 inches,2.25 ounces,t100,"june 27, 2022",2 inches,,bar,,,t100,,64.0
product_B07X7GY2TZ,"lumia 640 4g lte smartphone, 6764a with 8gb memory cell gophone - black - compatible with microsoft nokia 8.1 phones -carrier locked to at&t wireless",B07X7GY2TZ,"lumia 640 4g lte smartphone, 6764a with 8gb memory cell gophone - black - compatible with microsoft nokia 8.1 phones -carrier locked to at&t wireless",3.1,8,,black,,14.4 ounces,,"august 30, 2019",5 inches,,smartphone,windows 8.1,"lcd, led",lumia 640,1.0,8.0
product_B00QHF44WW,blu dash c music-us gsm - unlocked cell phone (grey),B00QHF44WW,blu dash c music-us gsm - unlocked cell phone (grey),3.7,11,,grey,4.3 x 2.5 x 0.5 inches,4.3 ounces,d390u grey,"december 2, 2014",4,,,android,led,,,4.0
product_B08BX95GTG,"samsung galaxy note 20 ultra 5g factory unlocked android cell phone, us version, 512gb of storage, mobile gaming smartphone, long-lasting battery, mystic black",B08BX95GTG,"samsung galaxy note 20 ultra 5g factory unlocked android cell phone, us version, 512gb of storage, mobile gaming smartphone, long-lasting battery, mystic black",4.6,744,,mystic black,,1.01 pounds,sm-n986uzkfxaa,"august 6, 2020",6.9 inches,,smartphone,,amoled,note 20 ultra 5g,12.0,512.0
product_B081Z6ZVD4,"lg k40 factory unlocked phone - 5.7"" screen - platinum (u.s. warranty)",B081Z6ZVD4,"lg k40 factory unlocked phone - 5.7"" screen - platinum (u.s. warranty)",3.9,14,249.99,pl,0.32 x 2.83 x 6.02 inches,1.45 ounces,lmx420qn.ausaplh,"july 7, 2019",5.7 inches,,,android,,"lg k40 factory unlocked phone - 5.7"" screen - platinum (u.s. warranty)",,16.0
product_B08R57LXTS,"lg g8 thinq (128gb, 6gb) 6.1"", dual camera, snapdragon 855, 4g lte gsm t-mobile unlocked (at&t, metro, global) lm-g820tm (carmine red, 128gb sd bundle)",B08R57LXTS,"lg g8 thinq (128gb, 6gb) 6.1"", dual camera, snapdragon 855, 4g lte gsm t-mobile unlocked (at&t, metro, global) lm-g820tm (carmine red, 128gb sd bundle)",3.8,59,,carmine red,6 x 4 x 2 inches,14.3 ounces,,"january 1, 2020",6.1 inches,1440 x 3120,,,oled,g8 thinq,6.0,128.0
product_B08NQ5BN41,"zte blade a3 2020 5.45"", 32 gb quad-core android 9.0 go 4g lte gsm usa latin caribbean unlocked smartphone (gsm version, not cdma) international version (red)",B08NQ5BN41,"zte blade a3 2020 5.45"", 32 gb quad-core android 9.0 go 4g lte gsm usa latin caribbean unlocked smartphone (gsm version, not cdma) international version (red)",4.0,362,84.99,red,6 x 4 x 2 inches,0.141 ounces,,"june 29, 2020",5.4 inches,720 x 1440,smartphone,android 9.0,,blade a3 2020,,32.0
product_B0748Z1VJ3,"zte blade spark z971 (16gb, 2gb ram) 5.5"" full hd display | dual camera | 3140 mah battery | android 7.1 nougat | fingerprint security | 4g lte | gsm unlocked smartphone",B0748Z1VJ3,"zte blade spark z971 (16gb, 2gb ram) 5.5"" full hd display | dual camera | 3140 mah battery | android 7.1 nougat | fingerprint security | 4g lte | gsm unlocked smartphone",4.2,466,109.99,black,6.14 x 0.38 x 3.06 inches,6.1 ounces,z971,"january 4, 2017",5.5 inches,,smartphone,,,blade spark,2.0,16.0
product_B00713IW9K,"blu q51 magenta samba jr unlocked quad-band dual sim phone with qwerty keypad, fm radio and mp3 player - us warranty",B00713IW9K,"blu q51 magenta samba jr unlocked quad-band dual sim phone with qwerty keypad, fm radio and mp3 player - us warranty",3.3,6,,magenta,4.13 x 0.6 x 2.3 inches,4.8 ounces,q51 magenta,"january 14, 2011",,,bar,,lcd,,,
product_B000X9AJ90,motorola w370 prepaid phone (tracfone),B000X9AJ90,motorola w370 prepaid phone (tracfone),3.2,47,,silver,,11.2 ounces,,"april 29, 2007",,,,,,,,
product_B099ZCTW35,"realme narzo 30 unlocked 4gb 128gb, dimensity 700 processor, 6.5'' 90hz fhd+,18w quick charge, 48mp triple cameras (eu charger with us adapter) 5g only supports verizon wireless and at&t's n5 band",B099ZCTW35,"realme narzo 30 unlocked 4gb 128gb, dimensity 700 processor, 6.5'' 90hz fhd+,18w quick charge, 48mp triple cameras (eu charger with us adapter) 5g only supports verizon wireless and at&t's n5 band",4.4,14,,silver,,1.1 pounds,,"august 5, 2021",6.5 inches,,slate,,,,,128.0
product_B0B1QXHB7L,"samsung galaxy s21 fe 5g cell phone, factory unlocked android smartphone, 128gb, 120hz display, pro grade camera, all day intelligent battery, (olive green) (renewed)",B0B1QXHB7L,"samsung galaxy s21 fe 5g cell phone, factory unlocked android smartphone, 128gb, 120hz display, pro grade camera, all day intelligent battery, (olive green) (renewed)",4.6,41,294.99,olive,6 x 4 x 2 inches,12 ounces,galaxy s21 fe 5g,"may 19, 2022",6.4 inches,,slate,android 10.0,amoled,galaxy s21 fe,,128.0
product_B078YNG8FW,"plum gator 4 - rugged phone unlocked 4g gsm 13 mp camera 5"" display ip68 water proof shock proof 5000 mah powerful battery",B078YNG8FW,"plum gator 4 - rugged phone unlocked 4g gsm 13 mp camera 5"" display ip68 water proof shock proof 5000 mah powerful battery",3.4,403,,black-orange,5.77 x 0.55 x 2.99 inches,7.7 ounces,z406org,"january 1, 2018",5 inches,720 x 1280 pixels,smartphone,android,,gator 4,8.0,8.0
product_B01CZCKHE4,blu diva flip - unlocked dual sim - white,B01CZCKHE4,blu diva flip - unlocked dual sim - white,3.6,285,,white,4.8 x 0.5 x 1.9 inches,4.8 ounces,t390x white,"march 16, 2016",2.4 inches,,flip,,"lcd, led",diva,,32.0
product_B00QDE5HAK,"vtech ds6421-26 2-handset dect 6.0 cordless phone with bluetooth connect to cell, digital answering system and caller id, expandable up to 12 handsets, red",B00QDE5HAK,"vtech ds6421-26 2-handset dect 6.0 cordless phone with bluetooth connect to cell, digital answering system and caller id, expandable up to 12 handsets, red",3.6,33,,red,,2.2 pounds,ds6421-26,"november 30, 2014",,,landline,,,,,
product_B07ZHLF8K7,"lg phoenix 4 at&t prepaid smartphone with 16gb, 4g lte, android 7.1 os, 8mp + 5mp cameras - black (16 gb + 32 gb sd card)",B07ZHLF8K7,"lg phoenix 4 at&t prepaid smartphone with 16gb, 4g lte, android 7.1 os, 8mp + 5mp cameras - black (16 gb + 32 gb sd card)",4.1,659,89.99,black,,13.7 ounces,,"october 17, 2019",5 inches,1280 x 720,smartphone,,led,phoenix 4,,16.0
