id,label,key,value,label,numeric_value,unit
spec_package_dimensions_5x44x24inches,package dimensions: 5 x 4.4 x 2.4 inches,package_dimensions,5 x 4.4 x 2.4 inches,package dimensions,,
spec_special_features_bluetoothenabledtextmessagingcamera,"special features: bluetooth-enabled, text-messaging, camera",special_features,"bluetooth-enabled, text-messaging, camera",special features,,
spec_special_features_supportcarrierstheblackviewa80prosupportsgloballtebandslikeatttmobilemetropcsandnotsupportcdmacarrierverizonstraighttalksprintuscellularetcpleasecheckcompatibilitywithyourcarrierpriorbeforepurchase,"special features: ▶support carriers:the blackview a80 pro supports global lte bands, like at&t, t-mobile, metro pcs and not support cdma carrier verizon, straight talk, sprint, us cellular.etc., ▶please check compatibility with your carrier prior before purchase.",special_features,"▶support carriers:the blackview a80 pro supports global lte bands, like at&t, t-mobile, metro pcs and not support cdma carrier verizon, straight talk, sprint, us cellular.etc., ▶please check compatibility with your carrier prior before purchase.",special features,,
spec_battery_power_rating_5,battery power rating: 5,battery_power_rating,5,battery power rating,,
spec_standing_screen_display_size_649inches,standing screen display size: 6.49 inches,standing_screen_display_size,6.49 inches,standing screen display size,6.49,inch
spec_weight_04pounds,weight: 0.4 pounds,weight,0.4 pounds,weight,0.4,lb
spec_phone_talk_time_221hours,phone talk time: 22.1 hours,phone_talk_time,22.1 hours,phone talk time,22.1,h
spec_package_dimensions_1875x14x13inches,package dimensions: 18.75 x 14 x 13 inches,package_dimensions,18.75 x 14 x 13 inches,package dimensions,,
spec_material_ceramic,material: ceramic,material,ceramic,material,,
spec_number_of_pieces_16,number of pieces: 16,number_of_pieces,16,number of pieces,,
spec_battery_power_rating_3200,battery power rating: 3200,battery_power_rating,3200,battery power rating,,
spec_special_features_basicphoneexpandablememory,"special features: basic phone, expandable memory",special_features,"basic phone, expandable memory",special features,,
spec_battery_power_rating_37watthours,battery power rating: 3.7 watt hours,battery_power_rating,3.7 watt hours,battery power rating,,
spec_phone_standby_time_with_data_100hours,phone standby time (with data): 100 hours,phone_standby_time_with_data,100 hours,phone standby time (with data),100.0,h
spec_standing_screen_display_size_2inches,standing screen display size: 2 inches,standing_screen_display_size,2 inches,standing screen display size,2.0,inch
spec_battery_capacity_1000amphours,battery capacity: 1000 amp hours,battery_capacity,1000 amp hours,battery capacity,,
spec_weight_112grams,weight: 112 grams,weight,112 grams,weight,112.0,g
spec_package_dimensions_6x42x27inches,package dimensions: 6 x 4.2 x 2.7 inches,package_dimensions,6 x 4.2 x 2.7 inches,package dimensions,,
spec_standing_screen_display_size_22inches,standing screen display size: 2.2 inches,standing_screen_display_size,2.2 inches,standing screen display size,2.2,inch
spec_package_dimensions_787x528x22inches,package dimensions: 7.87 x 5.28 x 2.2 inches,package_dimensions,7.87 x 5.28 x 2.2 inches,package dimensions,,
spec_standing_screen_display_size_635inches,standing screen display size: 6.35 inches,standing_screen_display_size,6.35 inches,standing screen display size,6.35,inch
spec_battery_power_rating_3,battery power rating: 3,battery_power_rating,3,battery power rating,,
spec_standing_screen_display_size_583inches,standing screen display size: 5.83 inches,standing_screen_display_size,5.83 inches,standing screen display size,5.83,inch
spec_ram_memory_installed_size_2gb,ram memory installed size: 2 gb,ram_memory_installed_size,2 gb,ram memory installed size,2.0,gb
spec_battery_capacity_3000,battery capacity: 3000,battery_capacity,3000,battery capacity,,
spec_charging_time_100minutes,charging time: 100 minutes,charging_time,100 minutes,charging time,,
spec_os_oxygenos,os: oxygenos,os,oxygenos,os,,
spec_phone_talk_time_55hours,phone talk time: 55 hours,phone_talk_time,55 hours,phone talk time,55.0,h
spec_standing_screen_display_size_641inches,standing screen display size: 6.41 inches,standing_screen_display_size,6.41 inches,standing screen display size,6.41,inch
spec_weight_018kilograms,weight: 0.18 kilograms,weight,0.18 kilograms,weight,0.18,kg
spec_standing_screen_display_size_572inches,standing screen display size: 5.72 inches,standing_screen_display_size,5.72 inches,standing screen display size,5.72,inch
spec_battery_capacity_5000,battery capacity: 5000,battery_capacity,5000,battery capacity,,
spec_standing_screen_display_size_52inches,standing screen display size: 5.2 inches,standing_screen_display_size,5.2 inches,standing screen display size,5.2,inch
spec_package_dimensions_728x579x193inches,package dimensions: 7.28 x 5.79 x 1.93 inches,package_dimensions,7.28 x 5.79 x 1.93 inches,package dimensions,,
spec_package_dimensions_913x512x244inches,package dimensions: 9.13 x 5.12 x 2.44 inches,package_dimensions,9.13 x 5.12 x 2.44 inches,package dimensions,,
spec_phone_standby_time_with_data_336hours,phone standby time (with data): 336 hours,phone_standby_time_with_data,336 hours,phone standby time (with data),336.0,h
spec_standing_screen_display_size_31inches,standing screen display size: 3.1 inches,standing_screen_display_size,3.1 inches,standing screen display size,3.1,inch
spec_weight_13012grams,weight: 130.12 grams,weight,130.12 grams,weight,130.12,g
spec_weight_2238grams,weight: 223.8 grams,weight,223.8 grams,weight,223.8,g
spec_special_features_dualsiminternationallysourcedbuiltingps,"special features: dual sim, internationally sourced, built-in gps",special_features,"dual sim, internationally sourced, built-in gps",special features,,
spec_country_of_origin_thailand,country of origin: thailand,country_of_origin,thailand,country of origin,,
spec_weight_019kilograms,weight: 0.19 kilograms,weight,0.19 kilograms,weight,0.19,kg
spec_package_dimensions_56x31x29inches,package dimensions: 5.6 x 3.1 x 2.9 inches,package_dimensions,5.6 x 3.1 x 2.9 inches,package dimensions,,
spec_os_androidosv236gingerbread,"os: android os, v2.3.6 (gingerbread)",os,"android os, v2.3.6 (gingerbread)",os,,
spec_other_camera_features_primarycamera8mp3264x2448pixelsautofocusledflashgeotaggingfaceandsmiledetection1080psecondarycamera13mp,"other camera features: primary camera: 8 mp, 3264 x 2448 pixels, autofocus, led flash, geo-tagging, face and smile detection, 1080p|secondary camera: 1.3 mp",other_camera_features,"primary camera: 8 mp, 3264 x 2448 pixels, autofocus, led flash, geo-tagging, face and smile detection, 1080p|secondary camera: 1.3 mp",other camera features,,
spec_standing_screen_display_size_45inches,standing screen display size: 4.5 inches,standing_screen_display_size,4.5 inches,standing screen display size,4.5,inch
spec_standing_screen_display_size_4,standing screen display size: 4,standing_screen_display_size,4,standing screen display size,,
spec_weight_027pounds,weight: 0.27 pounds,weight,0.27 pounds,weight,0.27,lb
spec_package_dimensions_669x327x185inches,package dimensions: 6.69 x 3.27 x 1.85 inches,package_dimensions,6.69 x 3.27 x 1.85 inches,package dimensions,,
spec_standing_screen_display_size_66inches,standing screen display size: 6.6 inches,standing_screen_display_size,6.6 inches,standing screen display size,6.6,inch
spec_weight_113ounces,weight: 11.3 ounces,weight,11.3 ounces,weight,11.3,oz
spec_charging_time_23hours,charging time: 2.3 hours,charging_time,2.3 hours,charging time,2.3,h
spec_battery_power_rating_3200milliamphours,battery power rating: 3200 milliamp hours,battery_power_rating,3200 milliamp hours,battery power rating,,
spec_standing_screen_display_size_667inches,standing screen display size: 6.67 inches,standing_screen_display_size,6.67 inches,standing screen display size,6.67,inch
spec_weight_045pounds,weight: 0.45 pounds,weight,0.45 pounds,weight,0.45,lb
spec_special_features_customizedshortcutkeybigscreenfingerprintsensorsmartphonedual4gvolteunlockedphone,"special features: customized shortcut key, big screen, fingerprint sensor, smartphone, dual 4g volte &unlocked phone",special_features,"customized shortcut key, big screen, fingerprint sensor, smartphone, dual 4g volte &unlocked phone",special features,,
spec_weight_128grams,weight: 128 grams,weight,128 grams,weight,128.0,g
spec_battery_power_rating_556watthours,battery power rating: 55.6 watt hours,battery_power_rating,55.6 watt hours,battery power rating,,
spec_phone_standby_time_with_data_800hours,phone standby time (with data): 800 hours,phone_standby_time_with_data,800 hours,phone standby time (with data),800.0,h
spec_standing_screen_display_size_593inches,standing screen display size: 5.93 inches,standing_screen_display_size,5.93 inches,standing screen display size,5.93,inch
spec_ram_memory_installed_size_64gb,ram memory installed size: 64 gb,ram_memory_installed_size,64 gb,ram memory installed size,64.0,gb
spec_battery_capacity_12500milliamphours,battery capacity: 12500 milliamp hours,battery_capacity,12500 milliamp hours,battery capacity,,
spec_weight_094pounds,weight: 0.94 pounds,weight,0.94 pounds,weight,0.94,lb
spec_battery_power_rating_1600milliamphours,battery power rating: 1600 milliamp hours,battery_power_rating,1600 milliamp hours,battery power rating,,
spec_resolution_320x240,resolution: 320 x 240,resolution,320 x 240,resolution,,
spec_weight_041pounds,weight: 0.41 pounds,weight,0.41 pounds,weight,0.41,lb
spec_charging_time_191hours,charging time: 1.91 hours,charging_time,1.91 hours,charging time,1.91,h
spec_package_dimensions_9x6x3inches,package dimensions: 9 x 6 x 3 inches,package_dimensions,9 x 6 x 3 inches,package dimensions,,
spec_included_components_googlesafetyinformationca232cddatacable,"included components: google, safety information, ca 232cd data cable",included_components,"google, safety information, ca 232cd data cable",included components,,
spec_standing_screen_display_size_652inches,standing screen display size: 6.52 inches,standing_screen_display_size,6.52 inches,standing screen display size,6.52,inch
spec_battery_capacity_10000milliamphours,battery capacity: 10000 milliamp hours,battery_capacity,10000 milliamp hours,battery capacity,,
spec_weight_8ounces,weight: 8 ounces,weight,8 ounces,weight,8.0,oz
spec_package_dimensions_705x398x205inches,package dimensions: 7.05 x 3.98 x 2.05 inches,package_dimensions,7.05 x 3.98 x 2.05 inches,package dimensions,,
spec_best_sellers_rank_amazonrenewed25771climatepledgefriendlyelectronics8137,"best sellers rank: {'amazon renewed': 25771, 'climate pledge friendly: electronics': 8137}",best_sellers_rank,"{'amazon renewed': 25771, 'climate pledge friendly: electronics': 8137}",best sellers rank,,
spec_standing_screen_display_size_56inches,standing screen display size: 5.6 inches,standing_screen_display_size,5.6 inches,standing screen display size,5.6,inch
spec_special_features_dualnanosimcardoctacoreprocessorrom128gumcpram8gumcpipscapacitivetouchscreenfrontcamera32mffcamerabackcamera64mpdaf16m5maf03mwith1aledflashlightfaceidproximityaccelerometermagneticgyroscopenfcotgotherslightsensor,"special features: dual nano sim card; octa core processor; rom 128g（umcp)+ram 8g（umcp); ips.capacitive touch screen; front camera 32m_ff camera, back camera 64m_pdaf+16m +5m_af+0.3m with 1a led flashlight; face id ,proximity, accelerometer, magnetic , gyroscope , nfc,otg;others(light sensor)",special_features,"dual nano sim card; octa core processor; rom 128g（umcp)+ram 8g（umcp); ips.capacitive touch screen; front camera 32m_ff camera, back camera 64m_pdaf+16m +5m_af+0.3m with 1a led flashlight; face id ,proximity, accelerometer, magnetic , gyroscope , nfc,otg;others(light sensor)",special features,,
spec_package_dimensions_1217x846x425inches,package dimensions: 12.17 x 8.46 x 4.25 inches,package_dimensions,12.17 x 8.46 x 4.25 inches,package dimensions,,
spec_standing_screen_display_size_53inches,standing screen display size: 5.3 inches,standing_screen_display_size,5.3 inches,standing screen display size,5.3,inch
spec_weight_593ounces,weight: 5.93 ounces,weight,5.93 ounces,weight,5.93,oz
spec_special_features_dualsimcamerasmartphone,"special features: dual-sim, camera, smartphone",special_features,"dual-sim, camera, smartphone",special features,,
spec_standing_screen_display_size_45,standing screen display size: 4.5,standing_screen_display_size,4.5,standing screen display size,,
spec_weight_185grams,weight: 185 grams,weight,185 grams,weight,185.0,g
spec_package_dimensions_89x62x19inches,package dimensions: 8.9 x 6.2 x 1.9 inches,package_dimensions,8.9 x 6.2 x 1.9 inches,package dimensions,,
spec_included_components_phone,included components: phone,included_components,phone,included components,,
spec_special_features_magneticfastcharging,"special features: magnetic, fast charging",special_features,"magnetic, fast charging",special features,,
spec_weight_5grams,weight: 5 grams,weight,5 grams,weight,5.0,g
spec_best_sellers_rank_amazonrenewed14187climatepledgefriendlyelectronics5969,"best sellers rank: {'amazon renewed': 14187, 'climate pledge friendly: electronics': 5969}",best_sellers_rank,"{'amazon renewed': 14187, 'climate pledge friendly: electronics': 5969}",best sellers rank,,
spec_package_dimensions_72x43x22inches,package dimensions: 7.2 x 4.3 x 2.2 inches,package_dimensions,7.2 x 4.3 x 2.2 inches,package dimensions,,
